Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"R31","66.5k","R_0805_2012Metric",155.771238,-115.252146,-90.000000,top
"R32","66.5k","R_0805_2012Metric",162.832438,-115.270612,-90.000000,top
"R33","66.5k","R_0805_2012Metric",163.137238,-100.755679,90.000000,top
"R34","66.5k","R_0805_2012Metric",155.466438,-100.704880,90.000000,top
"R35","100","R_0805_2012Metric",157.375938,-63.846180,0.000000,top
"R36","100","R_0805_2012Metric",161.400938,-69.946180,0.000000,top
"R37","100","R_0805_2012Metric",157.375938,-69.946180,0.000000,top
"R38","1k","R_0805_2012Metric",167.988438,-138.633680,90.000000,top
"R40","10k","R_0805_2012Metric",161.238438,-135.083680,90.000000,top
"R41","1k","R_0805_2012Metric",161.213438,-139.158680,90.000000,top
"R50","33","R_0805_2012Metric",167.810838,-149.752280,90.000000,top
"R51","10","R_0805_2012Metric",160.394038,-149.676080,90.000000,top
"R52","100","R_0805_2012Metric",161.400938,-75.521180,0.000000,top
"R53","100","R_0805_2012Metric",157.375938,-75.521180,180.000000,top
"R54","1k","R_0805_2012Metric",98.638438,-139.208680,90.000000,top
"R55","1k","R_0805_2012Metric",98.338438,-152.558680,90.000000,top
"R64","100","R_0805_2012Metric",161.400938,-81.046180,0.000000,top
"R65","100","R_0805_2012Metric",157.375938,-81.046180,180.000000,top
"R66","200k","R_0805_2012Metric",106.463438,-127.658680,90.000000,top
"R67","100k","R_0805_2012Metric",109.113438,-139.021180,-90.000000,top
"R68","200k","R_0805_2012Metric",122.863438,-127.646180,90.000000,top
"R69","100k","R_0805_2012Metric",120.100938,-138.871180,-90.000000,top
"R70","66.5k","R_0805_2012Metric",110.763438,-127.658680,-90.000000,top
"R71","66.5k","R_0805_2012Metric",118.588438,-127.646180,-90.000000,top
"R72","100","R_0805_2012Metric",113.325938,-64.571180,180.000000,top
"R73","100","R_0805_2012Metric",117.425938,-64.571180,180.000000,top
"R74","100","R_0805_2012Metric",113.325938,-69.946180,180.000000,top
"R75","100","R_0805_2012Metric",117.425938,-69.946180,180.000000,top
"R76","100","R_0805_2012Metric",113.131600,-75.590400,180.000000,top
"R77","100","R_0805_2012Metric",117.425938,-75.521180,180.000000,top
"R78","100","R_0805_2012Metric",113.325938,-81.046180,180.000000,top
"R79","100","R_0805_2012Metric",117.425938,-81.046180,180.000000,top
"R82","10k","R_0805_2012Metric",151.688438,-74.758680,90.000000,top
"R83","10k","R_0805_2012Metric",149.488438,-74.758680,90.000000,top
"R84","10k","R_0805_2012Metric",147.288438,-74.758680,90.000000,top
"R85","10k","R_0805_2012Metric",145.088438,-74.758680,-90.000000,top
"R86","10k","R_0805_2012Metric",129.588438,-75.008680,90.000000,top
"R87","10k","R_0805_2012Metric",127.338438,-75.008680,90.000000,top
"R88","10k","R_0805_2012Metric",125.088438,-75.008680,90.000000,top
"R89","10k","R_0805_2012Metric",122.838438,-75.008680,-90.000000,top
"SW2","SW_SPDT","SW_SPDT_PCM12",179.527838,-64.395780,90.000000,top
"U5","L7805","TO-252-2",161.435438,-57.908180,180.000000,top
"U9","MCP6004","SOIC-14_3.9x8.7mm_P1.27mm",115.423338,-107.920780,180.000000,top
"U10","MCP6004","SOIC-14_3.9x8.7mm_P1.27mm",159.301838,-108.301780,180.000000,top
"U12","PCA9622","TSSOP-32_6.1x11mm_P0.65mm",137.769600,-86.156800,90.000000,top
"U13","MCP6002","SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.514x3.2mm",114.663438,-127.496180,-90.000000,top
