Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"R21","66.5k","R_0805_2012Metric",116.706038,-100.455478,90.000000,top
"R22","66.5k","R_0805_2012Metric",111.727638,-100.400080,90.000000,top
"R23","200k","R_0805_2012Metric",148.235905,-119.223780,-90.000000,top
"R24","100k","R_0805_2012Metric",111.994338,-152.736780,-90.000000,top
"R25","200k","R_0805_2012Metric",170.198438,-119.223780,-90.000000,top
"R26","200k","R_0805_2012Metric",170.413438,-98.558680,-90.000000,top
"R27","100k","R_0805_2012Metric",156.507838,-152.736780,-90.000000,top
"R28","200k","R_0805_2012Metric",148.238438,-98.533680,-90.000000,top
"R29","100k","R_0805_2012Metric",145.204838,-152.736780,-90.000000,top
"R30","100","R_0805_2012Metric",161.400938,-63.846180,0.000000,top
"R31","66.5k","R_0805_2012Metric",155.771238,-115.252146,-90.000000,top
"R32","66.5k","R_0805_2012Metric",162.832438,-115.270612,-90.000000,top
"R33","66.5k","R_0805_2012Metric",163.137238,-100.755679,90.000000,top
"R34","66.5k","R_0805_2012Metric",155.466438,-100.704880,90.000000,top
"R35","100","R_0805_2012Metric",157.375938,-63.846180,0.000000,top
"R36","100","R_0805_2012Metric",161.400938,-69.946180,0.000000,top
"R37","100","R_0805_2012Metric",157.375938,-69.946180,0.000000,top
"R38","1k","R_0805_2012Metric",167.988438,-138.633680,90.000000,top
"R39","330k 1%","R_0805_2012Metric",146.413438,-138.633680,90.000000,top
"R40","10k","R_0805_2012Metric",161.238438,-135.083680,90.000000,top
"R41","1k","R_0805_2012Metric",161.213438,-139.158680,90.000000,top
"R42","140k 1%","R_0805_2012Metric",241.020600,-87.350600,-90.000000,top
"R43","100k 1%","R_0805_2012Metric",232.638600,-83.731100,180.000000,top
"R44","140k 1%","R_0805_2012Metric",241.147600,-79.413100,90.000000,top
"R45","100k 1%","R_0805_2012Metric",232.653600,-78.651100,180.000000,top
"R48","33k 1%","R_0805_2012Metric",238.988600,-79.413100,-90.000000,top
"R49","33k 1%","R_0805_2012Metric",238.925100,-87.350600,90.000000,top
"R50","33","R_0805_2012Metric",167.810838,-149.752280,90.000000,top
"R51","10","R_0805_2012Metric",160.394038,-149.676080,90.000000,top
"R52","100","R_0805_2012Metric",161.400938,-75.521180,0.000000,top
"R53","100","R_0805_2012Metric",157.375938,-75.521180,180.000000,top
"R54","1k","R_0805_2012Metric",98.638438,-139.208680,90.000000,top
"R55","1k","R_0805_2012Metric",98.338438,-152.558680,90.000000,top
"R58","140k 1%","R_0805_2012Metric",252.133100,-87.350600,-90.000000,top
"R60","140k 1%","R_0805_2012Metric",252.006100,-79.413100,90.000000,top
"R62","33k 1%","R_0805_2012Metric",254.355600,-87.350600,90.000000,top
"R63","33k 1%","R_0805_2012Metric",254.292100,-79.413100,-90.000000,top
"R64","100","R_0805_2012Metric",161.400938,-81.046180,0.000000,top
"R65","100","R_0805_2012Metric",157.375938,-81.046180,180.000000,top
"R66","200k","R_0805_2012Metric",106.463438,-127.658680,90.000000,top
"R67","100k","R_0805_2012Metric",109.113438,-139.021180,-90.000000,top
"R68","200k","R_0805_2012Metric",122.863438,-127.646180,90.000000,top
"R69","100k","R_0805_2012Metric",120.100938,-138.871180,-90.000000,top
"R70","66.5k","R_0805_2012Metric",110.763438,-127.658680,-90.000000,top
"R71","66.5k","R_0805_2012Metric",118.588438,-127.646180,-90.000000,top
"R72","100","R_0805_2012Metric",113.325938,-64.571180,180.000000,top
"R73","100","R_0805_2012Metric",117.425938,-64.571180,180.000000,top
"R74","100","R_0805_2012Metric",113.325938,-69.946180,180.000000,top
"R75","100","R_0805_2012Metric",117.425938,-69.946180,180.000000,top
"R76","100","R_0805_2012Metric",113.325938,-75.521180,180.000000,top
"R77","100","R_0805_2012Metric",117.425938,-75.521180,180.000000,top
"R78","100","R_0805_2012Metric",113.325938,-81.046180,180.000000,top
"R79","100","R_0805_2012Metric",117.425938,-81.046180,180.000000,top
"R80","100k 1%","R_0805_2012Metric",149.275938,-141.771180,0.000000,top
"R81","1k","R_0805_2012Metric",154.275938,-139.571180,180.000000,top
"R82","10k","R_0805_2012Metric",151.688438,-74.758680,90.000000,top
"R83","10k","R_0805_2012Metric",149.488438,-74.758680,90.000000,top
"R84","10k","R_0805_2012Metric",147.288438,-74.758680,90.000000,top
"R85","10k","R_0805_2012Metric",145.088438,-74.758680,-90.000000,top
"R86","10k","R_0805_2012Metric",129.588438,-75.008680,90.000000,top
"R87","10k","R_0805_2012Metric",127.338438,-75.008680,90.000000,top
"R88","10k","R_0805_2012Metric",125.088438,-75.008680,90.000000,top
"R89","10k","R_0805_2012Metric",122.838438,-75.008680,-90.000000,top
"RIGHT1","50k","Potentiometer_ACP_CA6-VSMD_Vertical_Hole",269.824200,-88.023700,0.000000,top
"SW1","SW_SPDT","SW_SPDT_PCM12",255.879600,-157.518100,0.000000,top
"SW2","SW_SPDT","SW_SPDT_PCM12",179.527838,-64.395780,90.000000,top
"U1","L7805","TO-252-2",249.657600,-143.719100,90.000000,top
"U2","NCP1117-3.3_SOT223","SOT-223-3_TabPin2",264.540600,-123.672600,0.000000,top
"U3","6N138","DIL8-SMD",195.554600,-121.323100,0.000000,top
"U4","LM4040DBZ-10","SOT-23",245.414800,-128.473200,-90.000000,top
"U5","L7805","TO-252-2",161.435438,-57.908180,180.000000,top
"U6","TL072","SO-8_3.9x4.9mm_P1.27mm",254.889000,-101.854000,90.000000,top
"U8","PCM5100","TSSOP-20_4.4x6.5mm_P0.65mm",204.978000,-84.785200,0.000000,top
"U9","MCP6004","SOIC-14_3.9x8.7mm_P1.27mm",115.423338,-107.920780,180.000000,top
"U10","MCP6004","SOIC-14_3.9x8.7mm_P1.27mm",159.301838,-108.301780,180.000000,top
"U11","MCP6004","SOIC-14_3.9x8.7mm_P1.27mm",246.608600,-83.540600,0.000000,top
"U12","TLC5940PWP","HTSSOP-28-1EP_4.4x9.7mm_P0.65mm_EP3.4x9.5mm",137.374639,-83.496180,90.000000,top
"U13","MCP6002","SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.514x3.2mm",114.663438,-127.496180,-90.000000,top
"U14","MCP6001-OT","SOT-23-5",149.763438,-138.646180,180.000000,top
